warehouse_name,zone,row,column,shelf,status
Warehouse F,05,14,12,B,empty
Warehouse F,05,14,13,B,empty
Warehouse F,05,14,14,B,empty
Warehouse F,05,14,01,C,empty
Warehouse F,05,14,02,C,empty
Warehouse F,05,14,03,C,empty
Warehouse F,05,14,04,C,empty
Warehouse F,05,14,05,C,empty
Warehouse F,05,14,06,C,empty
Warehouse F,05,14,07,C,empty
Warehouse F,05,14,08,C,empty
Warehouse F,05,14,09,C,empty
Warehouse F,05,14,10,C,empty
Warehouse F,05,14,11,C,empty
Warehouse F,05,14,12,C,empty
Warehouse F,05,14,13,C,empty
Warehouse F,05,14,14,C,empty
Warehouse F,05,15,01,A,empty
Warehouse F,05,15,02,A,empty
Warehouse F,05,15,03,A,empty
Warehouse F,05,15,04,A,empty
Warehouse F,05,15,05,A,empty
Warehouse F,05,15,06,A,empty
Warehouse F,05,15,07,A,empty
Warehouse F,05,15,08,A,empty
Warehouse F,05,15,09,A,empty
Warehouse F,05,15,10,A,empty
Warehouse F,05,15,11,A,empty
Warehouse F,05,15,12,A,empty
Warehouse F,05,15,13,A,empty
Warehouse F,05,15,14,A,empty
Warehouse F,05,15,01,B,empty
Warehouse F,05,15,02,B,empty
Warehouse F,05,15,03,B,empty
Warehouse F,05,15,04,B,empty
Warehouse F,05,15,05,B,empty
Warehouse F,05,15,06,B,empty
Warehouse F,05,15,07,B,empty
Warehouse F,05,15,08,B,empty
Warehouse F,05,15,09,B,empty
Warehouse F,05,15,10,B,empty
Warehouse F,05,15,11,B,empty
Warehouse F,05,15,12,B,empty
Warehouse F,05,15,13,B,empty
Warehouse F,05,15,14,B,empty
Warehouse F,05,15,01,C,empty
Warehouse F,05,15,02,C,empty
Warehouse F,05,15,03,C,empty
Warehouse F,05,15,04,C,empty
Warehouse F,05,15,05,C,empty
Warehouse F,05,15,06,C,empty
Warehouse F,05,15,07,C,empty
Warehouse F,05,15,08,C,empty
Warehouse F,05,15,09,C,empty
Warehouse F,05,15,10,C,empty
Warehouse F,05,15,11,C,empty
Warehouse F,05,15,12,C,empty
Warehouse F,05,15,13,C,empty
Warehouse F,05,15,14,C,empty
Warehouse F,05,16,01,A,empty
Warehouse F,05,16,02,A,empty
Warehouse F,05,16,03,A,empty
Warehouse F,05,16,04,A,empty
Warehouse F,05,16,05,A,empty
Warehouse F,05,16,06,A,empty
Warehouse F,05,16,07,A,empty
Warehouse F,05,16,08,A,empty
Warehouse F,05,16,09,A,empty
Warehouse F,05,16,10,A,empty
Warehouse F,05,16,11,A,empty
Warehouse F,05,16,12,A,empty
Warehouse F,05,16,13,A,empty
Warehouse F,05,16,14,A,empty
Warehouse F,05,16,01,B,empty
Warehouse F,05,16,02,B,empty
Warehouse F,05,16,03,B,empty
Warehouse F,05,16,04,B,empty
Warehouse F,05,16,05,B,empty
Warehouse F,05,16,06,B,empty
Warehouse F,05,16,07,B,empty
Warehouse F,05,16,08,B,empty
Warehouse F,05,16,09,B,empty
Warehouse F,05,16,10,B,empty
Warehouse F,05,16,11,B,empty
Warehouse F,05,16,12,B,empty
Warehouse F,05,16,13,B,empty
Warehouse F,05,16,14,B,empty
Warehouse F,05,16,01,C,empty
Warehouse F,05,16,02,C,empty
Warehouse F,05,16,03,C,empty
Warehouse F,05,16,04,C,empty
Warehouse F,05,16,05,C,empty
Warehouse F,05,16,06,C,empty
Warehouse F,05,16,07,C,empty
Warehouse F,05,16,08,C,empty
Warehouse F,05,16,09,C,empty
Warehouse F,05,16,10,C,empty
Warehouse F,05,16,11,C,empty
Warehouse F,05,16,12,C,empty
Warehouse F,05,16,13,C,empty
Warehouse F,05,16,14,C,empty
Warehouse F,05,17,01,A,empty
Warehouse F,05,17,02,A,empty
Warehouse F,05,17,03,A,empty
Warehouse F,05,17,04,A,empty
Warehouse F,05,17,05,A,empty
Warehouse F,05,17,06,A,empty
Warehouse F,05,17,07,A,empty
Warehouse F,05,17,08,A,empty
Warehouse F,05,17,09,A,empty
Warehouse F,05,17,10,A,empty
Warehouse F,05,17,11,A,empty
Warehouse F,05,17,12,A,empty
Warehouse F,05,17,13,A,empty
Warehouse F,05,17,14,A,empty
Warehouse F,05,17,01,B,empty
Warehouse F,05,17,02,B,empty
Warehouse F,05,17,03,B,empty
Warehouse F,05,17,04,B,empty
Warehouse F,05,17,05,B,empty
Warehouse F,05,17,06,B,empty
Warehouse F,05,17,07,B,empty
Warehouse F,05,17,08,B,empty
Warehouse F,05,17,09,B,empty
Warehouse F,05,17,10,B,empty
Warehouse F,05,17,11,B,empty
Warehouse F,05,17,12,B,empty
Warehouse F,05,17,13,B,empty
Warehouse F,05,17,14,B,empty
Warehouse F,05,17,01,C,empty
Warehouse F,05,17,02,C,empty
Warehouse F,05,17,03,C,empty
Warehouse F,05,17,04,C,empty
Warehouse F,05,17,05,C,empty
Warehouse F,05,17,06,C,empty
Warehouse F,05,17,07,C,empty
Warehouse F,05,17,08,C,empty
Warehouse F,05,17,09,C,empty
Warehouse F,05,17,10,C,empty
Warehouse F,05,17,11,C,empty
Warehouse F,05,17,12,C,empty
Warehouse F,05,17,13,C,empty
Warehouse F,05,17,14,C,empty
Warehouse F,05,18,01,A,empty
Warehouse F,05,18,02,A,empty
Warehouse F,05,18,03,A,empty
Warehouse F,05,18,04,A,empty
Warehouse F,05,18,05,A,empty
Warehouse F,05,18,06,A,empty
Warehouse F,05,18,07,A,empty
Warehouse F,05,18,08,A,empty
Warehouse F,05,18,09,A,empty
Warehouse F,05,18,10,A,empty
Warehouse F,05,18,11,A,empty
Warehouse F,05,18,12,A,empty
Warehouse F,05,18,13,A,empty
Warehouse F,05,18,14,A,empty
Warehouse F,05,18,01,B,empty
Warehouse F,05,18,02,B,empty
Warehouse F,05,18,03,B,empty
Warehouse F,05,18,04,B,empty
Warehouse F,05,18,05,B,empty
Warehouse F,05,18,06,B,empty
Warehouse F,05,18,07,B,empty
Warehouse F,05,18,08,B,empty
Warehouse F,05,18,09,B,empty
Warehouse F,05,18,10,B,empty
Warehouse F,05,18,11,B,empty
Warehouse F,05,18,12,B,empty
Warehouse F,05,18,13,B,empty
Warehouse F,05,18,14,B,empty
Warehouse F,05,18,01,C,empty
Warehouse F,05,18,02,C,empty
Warehouse F,05,18,03,C,empty
Warehouse F,05,18,04,C,empty
Warehouse F,05,18,05,C,empty
Warehouse F,05,18,06,C,empty
Warehouse F,05,18,07,C,empty
Warehouse F,05,18,08,C,empty
Warehouse F,05,18,09,C,empty
Warehouse F,05,18,10,C,empty
Warehouse F,05,18,11,C,empty
Warehouse F,05,18,12,C,empty
Warehouse F,05,18,13,C,empty
Warehouse F,05,18,14,C,empty
Warehouse F,05,19,01,A,empty
Warehouse F,05,19,02,A,empty
Warehouse F,05,19,03,A,empty
Warehouse F,05,19,04,A,empty
Warehouse F,05,19,05,A,empty
Warehouse F,05,19,06,A,empty
Warehouse F,05,19,07,A,empty
Warehouse F,05,19,08,A,empty
Warehouse F,05,19,09,A,empty
Warehouse F,05,19,10,A,empty
Warehouse F,05,19,11,A,empty
Warehouse F,05,19,12,A,empty
Warehouse F,05,19,13,A,empty
Warehouse F,05,19,14,A,empty
Warehouse F,05,19,01,B,empty
Warehouse F,05,19,02,B,empty
Warehouse F,05,19,03,B,empty
Warehouse F,05,19,04,B,empty
Warehouse F,05,19,05,B,empty
Warehouse F,05,19,06,B,empty
Warehouse F,05,19,07,B,empty
Warehouse F,05,19,08,B,empty
Warehouse F,05,19,09,B,empty
Warehouse F,05,19,10,B,empty
Warehouse F,05,19,11,B,empty
Warehouse F,05,19,12,B,empty
Warehouse F,05,19,13,B,empty
Warehouse F,05,19,14,B,empty
Warehouse F,05,19,01,C,empty
Warehouse F,05,19,02,C,empty
Warehouse F,05,19,03,C,empty
Warehouse F,05,19,04,C,empty
Warehouse F,05,19,05,C,empty
Warehouse F,05,19,06,C,empty
Warehouse F,05,19,07,C,empty
Warehouse F,05,19,08,C,empty
Warehouse F,05,19,09,C,empty
Warehouse F,05,19,10,C,empty
Warehouse F,05,19,11,C,empty
Warehouse F,05,19,12,C,empty
Warehouse F,05,19,13,C,empty
Warehouse F,05,19,14,C,empty
Warehouse F,05,20,01,A,empty
Warehouse F,05,20,02,A,empty
Warehouse F,05,20,03,A,empty
Warehouse F,05,20,04,A,empty
Warehouse F,05,20,05,A,empty
Warehouse F,05,20,06,A,empty
Warehouse F,05,20,07,A,empty
Warehouse F,05,20,08,A,empty
Warehouse F,05,20,09,A,empty
Warehouse F,05,20,10,A,empty
Warehouse F,05,20,11,A,empty
Warehouse F,05,20,12,A,empty
Warehouse F,05,20,13,A,empty
Warehouse F,05,20,14,A,empty
Warehouse F,05,20,01,B,empty
Warehouse F,05,20,02,B,empty
Warehouse F,05,20,03,B,empty
Warehouse F,05,20,04,B,empty
Warehouse F,05,20,05,B,empty
Warehouse F,05,20,06,B,empty
Warehouse F,05,20,07,B,empty
Warehouse F,05,20,08,B,empty
Warehouse F,05,20,09,B,empty
Warehouse F,05,20,10,B,empty
Warehouse F,05,20,11,B,empty
Warehouse F,05,20,12,B,empty
Warehouse F,05,20,13,B,empty
Warehouse F,05,20,14,B,empty
Warehouse F,05,20,01,C,empty
Warehouse F,05,20,02,C,empty
Warehouse F,05,20,03,C,empty
Warehouse F,05,20,04,C,empty
Warehouse F,05,20,05,C,empty
Warehouse F,05,20,06,C,empty
Warehouse F,05,20,07,C,empty
Warehouse F,05,20,08,C,empty
Warehouse F,05,20,09,C,empty
Warehouse F,05,20,10,C,empty
Warehouse F,05,20,11,C,empty
Warehouse F,05,20,12,C,empty
Warehouse F,05,20,13,C,empty
Warehouse F,05,20,14,C,empty
Warehouse F,05,21,01,A,empty
Warehouse F,05,21,02,A,empty
Warehouse F,05,21,03,A,empty
Warehouse F,05,21,04,A,empty
Warehouse F,05,21,05,A,empty
Warehouse F,05,21,06,A,empty
Warehouse F,05,21,07,A,empty
Warehouse F,05,21,08,A,empty
Warehouse F,05,21,09,A,empty
Warehouse F,05,21,10,A,empty
Warehouse F,05,21,11,A,empty
Warehouse F,05,21,12,A,empty
Warehouse F,05,21,13,A,empty
Warehouse F,05,21,14,A,empty
Warehouse F,05,21,01,B,empty
Warehouse F,05,21,02,B,empty
Warehouse F,05,21,03,B,empty
Warehouse F,05,21,04,B,empty
Warehouse F,05,21,05,B,empty
Warehouse F,05,21,06,B,empty
Warehouse F,05,21,07,B,empty
Warehouse F,05,21,08,B,empty
Warehouse F,05,21,09,B,empty
Warehouse F,05,21,10,B,empty
Warehouse F,05,21,11,B,empty
Warehouse F,05,21,12,B,empty
Warehouse F,05,21,13,B,empty
Warehouse F,05,21,14,B,empty
Warehouse F,05,21,01,C,empty
Warehouse F,05,21,02,C,empty
Warehouse F,05,21,03,C,empty
Warehouse F,05,21,04,C,empty
Warehouse F,05,21,05,C,empty
Warehouse F,05,21,06,C,empty
Warehouse F,05,21,07,C,empty
Warehouse F,05,21,08,C,empty
Warehouse F,05,21,09,C,empty
Warehouse F,05,21,10,C,empty
Warehouse F,05,21,11,C,empty
Warehouse F,05,21,12,C,empty
Warehouse F,05,21,13,C,empty
Warehouse F,05,21,14,C,empty
Warehouse F,05,22,01,A,empty
Warehouse F,05,22,02,A,empty
Warehouse F,05,22,03,A,empty
Warehouse F,05,22,04,A,empty
Warehouse F,05,22,05,A,empty
Warehouse F,05,22,06,A,empty
Warehouse F,05,22,07,A,empty
Warehouse F,05,22,08,A,empty
Warehouse F,05,22,09,A,empty
Warehouse F,05,22,10,A,empty
Warehouse F,05,22,11,A,empty
Warehouse F,05,22,12,A,empty
Warehouse F,05,22,13,A,empty
Warehouse F,05,22,14,A,empty
Warehouse F,05,22,01,B,empty
Warehouse F,05,22,02,B,empty
Warehouse F,05,22,03,B,empty
Warehouse F,05,22,04,B,empty
Warehouse F,05,22,05,B,empty
Warehouse F,05,22,06,B,empty
Warehouse F,05,22,07,B,empty
Warehouse F,05,22,08,B,empty
Warehouse F,05,22,09,B,empty
Warehouse F,05,22,10,B,empty
Warehouse F,05,22,11,B,empty
Warehouse F,05,22,12,B,empty
Warehouse F,05,22,13,B,empty
Warehouse F,05,22,14,B,empty
Warehouse F,05,22,01,C,empty
Warehouse F,05,22,02,C,empty
Warehouse F,05,22,03,C,empty
Warehouse F,05,22,04,C,empty
Warehouse F,05,22,05,C,empty
Warehouse F,05,22,06,C,empty
Warehouse F,05,22,07,C,empty
Warehouse F,05,22,08,C,empty
Warehouse F,05,22,09,C,empty
Warehouse F,05,22,10,C,empty
Warehouse F,05,22,11,C,empty
Warehouse F,05,22,12,C,empty
Warehouse F,05,22,13,C,empty
Warehouse F,05,22,14,C,empty
Warehouse F,05,23,01,A,empty
Warehouse F,05,23,02,A,empty
Warehouse F,05,23,03,A,empty
Warehouse F,05,23,04,A,empty
Warehouse F,05,23,05,A,empty
Warehouse F,05,23,06,A,empty
Warehouse F,05,23,07,A,empty
Warehouse F,05,23,08,A,empty
Warehouse F,05,23,09,A,empty
Warehouse F,05,23,10,A,empty
Warehouse F,05,23,11,A,empty
Warehouse F,05,23,12,A,empty
Warehouse F,05,23,13,A,empty
Warehouse F,05,23,14,A,empty
Warehouse F,05,23,01,B,empty
Warehouse F,05,23,02,B,empty
Warehouse F,05,23,03,B,empty
Warehouse F,05,23,04,B,empty
Warehouse F,05,23,05,B,empty
Warehouse F,05,23,06,B,empty
Warehouse F,05,23,07,B,empty
Warehouse F,05,23,08,B,empty
Warehouse F,05,23,09,B,empty
Warehouse F,05,23,10,B,empty
Warehouse F,05,23,11,B,empty
Warehouse F,05,23,12,B,empty
Warehouse F,05,23,13,B,empty
Warehouse F,05,23,14,B,empty
Warehouse F,05,23,01,C,empty
Warehouse F,05,23,02,C,empty
Warehouse F,05,23,03,C,empty
Warehouse F,05,23,04,C,empty
Warehouse F,05,23,05,C,empty
Warehouse F,05,23,06,C,empty
Warehouse F,05,23,07,C,empty
Warehouse F,05,23,08,C,empty
Warehouse F,05,23,09,C,empty
Warehouse F,05,23,10,C,empty
Warehouse F,05,23,11,C,empty
Warehouse F,05,23,12,C,empty
Warehouse F,05,23,13,C,empty
Warehouse F,05,23,14,C,empty
Warehouse F,05,24,01,A,empty
Warehouse F,05,24,02,A,empty
Warehouse F,05,24,03,A,empty
Warehouse F,05,24,04,A,empty
Warehouse F,05,24,05,A,empty
Warehouse F,05,24,06,A,empty
Warehouse F,05,24,07,A,empty
Warehouse F,05,24,08,A,empty
Warehouse F,05,24,09,A,empty
Warehouse F,05,24,10,A,empty
Warehouse F,05,24,11,A,empty
Warehouse F,05,24,12,A,empty
Warehouse F,05,24,13,A,empty
Warehouse F,05,24,14,A,empty
Warehouse F,05,24,01,B,empty
Warehouse F,05,24,02,B,empty
Warehouse F,05,24,03,B,empty
Warehouse F,05,24,04,B,empty
Warehouse F,05,24,05,B,empty
Warehouse F,05,24,06,B,empty
Warehouse F,05,24,07,B,empty
Warehouse F,05,24,08,B,empty
Warehouse F,05,24,09,B,empty
Warehouse F,05,24,10,B,empty
Warehouse F,05,24,11,B,empty
Warehouse F,05,24,12,B,empty
Warehouse F,05,24,13,B,empty
Warehouse F,05,24,14,B,empty
Warehouse F,05,24,01,C,empty
Warehouse F,05,24,02,C,empty
Warehouse F,05,24,03,C,empty
Warehouse F,05,24,04,C,empty
Warehouse F,05,24,05,C,empty
Warehouse F,05,24,06,C,empty
Warehouse F,05,24,07,C,empty
Warehouse F,05,24,08,C,empty
Warehouse F,05,24,09,C,empty
Warehouse F,05,24,10,C,empty
Warehouse F,05,24,11,C,empty
Warehouse F,05,24,12,C,empty
Warehouse F,05,24,13,C,empty
Warehouse F,05,24,14,C,empty
Warehouse F,05,25,01,A,empty
Warehouse F,05,25,02,A,empty
Warehouse F,05,25,03,A,empty
Warehouse F,05,25,04,A,empty
Warehouse F,05,25,05,A,empty
Warehouse F,05,25,06,A,empty
Warehouse F,05,25,07,A,empty
Warehouse F,05,25,08,A,empty
Warehouse F,05,25,09,A,empty
Warehouse F,05,25,10,A,empty
Warehouse F,05,25,11,A,empty
Warehouse F,05,25,12,A,empty
Warehouse F,05,25,13,A,empty
Warehouse F,05,25,14,A,empty
Warehouse F,05,25,01,B,empty
Warehouse F,05,25,02,B,empty
Warehouse F,05,25,03,B,empty
Warehouse F,05,25,04,B,empty
Warehouse F,05,25,05,B,empty
Warehouse F,05,25,06,B,empty
Warehouse F,05,25,07,B,empty
Warehouse F,05,25,08,B,empty
Warehouse F,05,25,09,B,empty
Warehouse F,05,25,10,B,empty
Warehouse F,05,25,11,B,empty
Warehouse F,05,25,12,B,empty
Warehouse F,05,25,13,B,empty
Warehouse F,05,25,14,B,empty
Warehouse F,05,25,01,C,empty
Warehouse F,05,25,02,C,empty
Warehouse F,05,25,03,C,empty
Warehouse F,05,25,04,C,empty
Warehouse F,05,25,05,C,empty
Warehouse F,05,25,06,C,empty
Warehouse F,05,25,07,C,empty
Warehouse F,05,25,08,C,empty
Warehouse F,05,25,09,C,empty
Warehouse F,05,25,10,C,empty
Warehouse F,05,25,11,C,empty
Warehouse F,05,25,12,C,empty
Warehouse F,05,25,13,C,empty
Warehouse F,05,25,14,C,empty
Warehouse F,05,26,01,A,empty
Warehouse F,05,26,02,A,empty
Warehouse F,05,26,03,A,empty
Warehouse F,05,26,04,A,empty
Warehouse F,05,26,05,A,empty
Warehouse F,05,26,06,A,empty
Warehouse F,05,26,07,A,empty
Warehouse F,05,26,08,A,empty
Warehouse F,05,26,09,A,empty
Warehouse F,05,26,10,A,empty
Warehouse F,05,26,11,A,empty
Warehouse F,05,26,12,A,empty
Warehouse F,05,26,13,A,empty
Warehouse F,05,26,14,A,empty
Warehouse F,05,26,01,B,empty
Warehouse F,05,26,02,B,empty
Warehouse F,05,26,03,B,empty
Warehouse F,05,26,04,B,empty
Warehouse F,05,26,05,B,empty
Warehouse F,05,26,06,B,empty
Warehouse F,05,26,07,B,empty
Warehouse F,05,26,08,B,empty
Warehouse F,05,26,09,B,empty
Warehouse F,05,26,10,B,empty
Warehouse F,05,26,11,B,empty
Warehouse F,05,26,12,B,empty
Warehouse F,05,26,13,B,empty
Warehouse F,05,26,14,B,empty
Warehouse F,05,26,01,C,empty
Warehouse F,05,26,02,C,empty
Warehouse F,05,26,03,C,empty
Warehouse F,05,26,04,C,empty
Warehouse F,05,26,05,C,empty
Warehouse F,05,26,06,C,empty
Warehouse F,05,26,07,C,empty
Warehouse F,05,26,08,C,empty
Warehouse F,05,26,09,C,empty
Warehouse F,05,26,10,C,empty
Warehouse F,05,26,11,C,empty
Warehouse F,05,26,12,C,empty
Warehouse F,05,26,13,C,empty
Warehouse F,05,26,14,C,empty
Warehouse F,05,27,01,A,empty
Warehouse F,05,27,02,A,empty
Warehouse F,05,27,03,A,empty
Warehouse F,05,27,04,A,empty
Warehouse F,05,27,05,A,empty
Warehouse F,05,27,06,A,empty
Warehouse F,05,27,07,A,empty
Warehouse F,05,27,08,A,empty
Warehouse F,05,27,09,A,empty
Warehouse F,05,27,10,A,empty
Warehouse F,05,27,11,A,empty
Warehouse F,05,27,12,A,empty
Warehouse F,05,27,13,A,empty
Warehouse F,05,27,14,A,empty
Warehouse F,05,27,01,B,empty
Warehouse F,05,27,02,B,empty
Warehouse F,05,27,03,B,empty
Warehouse F,05,27,04,B,empty
Warehouse F,05,27,05,B,empty
Warehouse F,05,27,06,B,empty
Warehouse F,05,27,07,B,empty
Warehouse F,05,27,08,B,empty
Warehouse F,05,27,09,B,empty
Warehouse F,05,27,10,B,empty
Warehouse F,05,27,11,B,empty
Warehouse F,05,27,12,B,empty
Warehouse F,05,27,13,B,empty
Warehouse F,05,27,14,B,empty
Warehouse F,05,27,01,C,empty
Warehouse F,05,27,02,C,empty
Warehouse F,05,27,03,C,empty
Warehouse F,05,27,04,C,empty
Warehouse F,05,27,05,C,empty
Warehouse F,05,27,06,C,empty
Warehouse F,05,27,07,C,empty
Warehouse F,05,27,08,C,empty
Warehouse F,05,27,09,C,empty
Warehouse F,05,27,10,C,empty
Warehouse F,05,27,11,C,empty
Warehouse F,05,27,12,C,empty
Warehouse F,05,27,13,C,empty
Warehouse F,05,27,14,C,empty
Warehouse F,05,28,01,A,empty
Warehouse F,05,28,02,A,empty
Warehouse F,05,28,03,A,empty
Warehouse F,05,28,04,A,empty
Warehouse F,05,28,05,A,empty
Warehouse F,05,28,06,A,empty
Warehouse F,05,28,07,A,empty
Warehouse F,05,28,08,A,empty
Warehouse F,05,28,09,A,empty
Warehouse F,05,28,10,A,empty
Warehouse F,05,28,11,A,empty
Warehouse F,05,28,12,A,empty
Warehouse F,05,28,13,A,empty
Warehouse F,05,28,14,A,empty
Warehouse F,05,28,01,B,empty
Warehouse F,05,28,02,B,empty
Warehouse F,05,28,03,B,empty
Warehouse F,05,28,04,B,empty
Warehouse F,05,28,05,B,empty
Warehouse F,05,28,06,B,empty
Warehouse F,05,28,07,B,empty
Warehouse F,05,28,08,B,empty
Warehouse F,05,28,09,B,empty
Warehouse F,05,28,10,B,empty
Warehouse F,05,28,11,B,empty
Warehouse F,05,28,12,B,empty
Warehouse F,05,28,13,B,empty
Warehouse F,05,28,14,B,empty
Warehouse F,05,28,01,C,empty
Warehouse F,05,28,02,C,empty
Warehouse F,05,28,03,C,empty
Warehouse F,05,28,04,C,empty
Warehouse F,05,28,05,C,empty
Warehouse F,05,28,06,C,empty
Warehouse F,05,28,07,C,empty
Warehouse F,05,28,08,C,empty
Warehouse F,05,28,09,C,empty
Warehouse F,05,28,10,C,empty
Warehouse F,05,28,11,C,empty
Warehouse F,05,28,12,C,empty
Warehouse F,05,28,13,C,empty
Warehouse F,05,28,14,C,empty
Warehouse F,05,29,01,A,empty
Warehouse F,05,29,02,A,empty
Warehouse F,05,29,03,A,empty
Warehouse F,05,29,04,A,empty
Warehouse F,05,29,05,A,empty
Warehouse F,05,29,06,A,empty
Warehouse F,05,29,07,A,empty
Warehouse F,05,29,08,A,empty
Warehouse F,05,29,09,A,empty
Warehouse F,05,29,10,A,empty
Warehouse F,05,29,11,A,empty
Warehouse F,05,29,12,A,empty
Warehouse F,05,29,13,A,empty
Warehouse F,05,29,14,A,empty
Warehouse F,05,29,01,B,empty
Warehouse F,05,29,02,B,empty
Warehouse F,05,29,03,B,empty
Warehouse F,05,29,04,B,empty
Warehouse F,05,29,05,B,empty
Warehouse F,05,29,06,B,empty
Warehouse F,05,29,07,B,empty
Warehouse F,05,29,08,B,empty
Warehouse F,05,29,09,B,empty
Warehouse F,05,29,10,B,empty
Warehouse F,05,29,11,B,empty
Warehouse F,05,29,12,B,empty
Warehouse F,05,29,13,B,empty
Warehouse F,05,29,14,B,empty
Warehouse F,05,29,01,C,empty
Warehouse F,05,29,02,C,empty
Warehouse F,05,29,03,C,empty
Warehouse F,05,29,04,C,empty
Warehouse F,05,29,05,C,empty
Warehouse F,05,29,06,C,empty
Warehouse F,05,29,07,C,empty
Warehouse F,05,29,08,C,empty
Warehouse F,05,29,09,C,empty
Warehouse F,05,29,10,C,empty
Warehouse F,05,29,11,C,empty
Warehouse F,05,29,12,C,empty
Warehouse F,05,29,13,C,empty
Warehouse F,05,29,14,C,empty
Warehouse F,05,31,01,A,empty
Warehouse F,05,31,02,A,empty
Warehouse F,05,31,03,A,empty
Warehouse F,05,31,04,A,empty
Warehouse F,05,31,05,A,empty
Warehouse F,05,31,06,A,empty
Warehouse F,05,31,07,A,empty
Warehouse F,05,31,08,A,empty
Warehouse F,05,31,09,A,empty
Warehouse F,05,31,10,A,empty
Warehouse F,05,31,11,A,empty
Warehouse F,05,31,12,A,empty
Warehouse F,05,31,13,A,empty
Warehouse F,05,31,14,A,empty
Warehouse F,05,31,15,A,empty
Warehouse F,05,31,16,A,empty
Warehouse F,05,31,17,A,empty
Warehouse F,05,31,18,A,empty
Warehouse F,05,31,19,A,empty
Warehouse F,05,31,01,B,empty
Warehouse F,05,31,02,B,empty
Warehouse F,05,31,03,B,empty
Warehouse F,05,31,04,B,empty
Warehouse F,05,31,05,B,empty
Warehouse F,05,31,06,B,empty
Warehouse F,05,31,07,B,empty
Warehouse F,05,31,08,B,empty
Warehouse F,05,31,09,B,empty
Warehouse F,05,31,10,B,empty
Warehouse F,05,31,11,B,empty
Warehouse F,05,31,12,B,empty
Warehouse F,05,31,13,B,empty
Warehouse F,05,31,14,B,empty
Warehouse F,05,31,15,B,empty
Warehouse F,05,31,16,B,empty
Warehouse F,05,31,17,B,empty
Warehouse F,05,31,18,B,empty
Warehouse F,05,31,19,B,empty
Warehouse F,05,31,01,C,empty
Warehouse F,05,31,02,C,empty
Warehouse F,05,31,03,C,empty
Warehouse F,05,31,04,C,empty
Warehouse F,05,31,05,C,empty
Warehouse F,05,31,06,C,empty
Warehouse F,05,31,07,C,empty
Warehouse F,05,31,08,C,empty
Warehouse F,05,31,09,C,empty
Warehouse F,05,31,10,C,empty
Warehouse F,05,31,11,C,empty
Warehouse F,05,31,12,C,empty
Warehouse F,05,31,13,C,empty
Warehouse F,05,31,14,C,empty
Warehouse F,05,31,15,C,empty
Warehouse F,05,31,16,C,empty
Warehouse F,05,31,17,C,empty
Warehouse F,05,31,18,C,empty
Warehouse F,05,31,19,C,empty
Warehouse F,05,01,01,D,empty
Warehouse F,05,01,02,D,empty
Warehouse F,05,01,03,D,empty
Warehouse F,05,01,04,D,empty
Warehouse F,05,01,05,D,empty
Warehouse F,05,01,06,D,empty
Warehouse F,05,01,07,D,empty
Warehouse F,05,01,08,D,empty
Warehouse F,05,01,09,D,empty
Warehouse F,05,01,10,D,empty
Warehouse F,05,01,11,D,empty
Warehouse F,05,01,12,D,empty
Warehouse F,05,01,13,D,empty
Warehouse F,05,01,14,D,empty
Warehouse F,05,01,15,D,empty
Warehouse F,05,01,16,D,empty
Warehouse F,05,01,01,E,empty
Warehouse F,05,01,02,E,empty
Warehouse F,05,01,03,E,empty
Warehouse F,05,01,04,E,empty
Warehouse F,05,01,05,E,empty
Warehouse F,05,01,06,E,empty
Warehouse F,05,01,07,E,empty
Warehouse F,05,01,08,E,empty
Warehouse F,05,01,09,E,empty
Warehouse F,05,01,10,E,empty
Warehouse F,05,01,11,E,empty
Warehouse F,05,01,12,E,empty
Warehouse F,05,01,13,E,empty
Warehouse F,05,01,14,E,empty
Warehouse F,05,01,15,E,empty
Warehouse F,05,01,16,E,empty
Warehouse F,05,01,01,F,empty
Warehouse F,05,01,02,F,empty
Warehouse F,05,01,03,F,empty
Warehouse F,05,01,04,F,empty
Warehouse F,05,01,05,F,empty
Warehouse F,05,01,06,F,empty
Warehouse F,05,01,07,F,empty
Warehouse F,05,01,08,F,empty
Warehouse F,05,01,09,F,empty
Warehouse F,05,01,10,F,empty
Warehouse F,05,01,11,F,empty
Warehouse F,05,01,12,F,empty
Warehouse F,05,01,13,F,empty
Warehouse F,05,01,14,F,empty
Warehouse F,05,01,15,F,empty
Warehouse F,05,01,16,F,empty
Warehouse F,05,01,01,G,empty
Warehouse F,05,01,02,G,empty
Warehouse F,05,01,03,G,empty
Warehouse F,05,01,04,G,empty
Warehouse F,05,01,05,G,empty
Warehouse F,05,01,06,G,empty
Warehouse F,05,01,07,G,empty
Warehouse F,05,01,08,G,empty
Warehouse F,05,01,09,G,empty
Warehouse F,05,01,10,G,empty
Warehouse F,05,01,11,G,empty
Warehouse F,05,01,12,G,empty
Warehouse F,05,01,13,G,empty
Warehouse F,05,01,14,G,empty
Warehouse F,05,01,15,G,empty
Warehouse F,05,01,16,G,empty
Warehouse F,05,01,01,H,empty
Warehouse F,05,01,02,H,empty
Warehouse F,05,01,03,H,empty
Warehouse F,05,01,04,H,empty
Warehouse F,05,01,05,H,empty
Warehouse F,05,01,06,H,empty
Warehouse F,05,01,07,H,empty
Warehouse F,05,01,08,H,empty
